ID,Reference,refyear,OriginalTitle,FrenchTitle,EnglishTitle,CommitteDecisionDate,kind,Genre,support,SecretariatDecision,firstfilm,secondfilm,budget,reason,Director,AnnouncedAmount,CoproducerId,country1,countryname1_english,percentage_participation,contributor_rank,majmin
1568,90-010-P,1990,Le Grand voyage,,,1990-04-26 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Franck Franquart'],,,,,,,
1569,90-011-P,1990,Nekhai,,,1990-09-26 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Jean Jeanneret'],,,,,,,
1570,90-012-P,1990,Les Migrateurs,,,1992-03-04 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Gabriel Gonnet'],,,,,,,
1571,90-013-P,1990,SOS El mundo te necesita,,,1990-06-28 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Felix Tussel'],,,,,,,
1572,90-014-P,1990,Kaivo,,The Well,1990-09-26 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Pekka Lehto'],,,,,,,
1573,90-015-P,1990,Je n'oublierai jamais,,,1990-06-28 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['F. Allegret'],,,,,,,
1574,90-016-P,1990,Papa was nuts for Caruso,,,1990-06-28 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Jules Dassin'],,,,,,,
1575,90-017-P,1990,Le Téléphérique,,,1990-06-28 00:00:00.000,Fiction,,Inelegible,Withdrawal Producer,0,0,,,['Juraz Herz'],,,,,,,
1576,90-018-P,1990,Robert's Movie,,,1990-06-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Canan Gerede'],,,,,,,
1577,90-019-P,1990,Memoria,,,1990-06-28 00:00:00.000,Fiction,,Inelegible,Withdrawal Producer,0,0,,,['Maurizio Perrone'],,,,,,,
1578,90-020-P,1990,Deutschland Deutschland,"Allemagne, Allemagne",,1990-06-28 00:00:00.000,Documentary,,Supported,Eligible,0,0,,,['Peter Fleischmann'],,,,,,,
1579,90-021-P,1990,Hors la vie,,Out of Life,1990-06-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Maroun Bagdadi'],,,,,,,
1580,90-022-P,1990,Toto le héros,,Toto the Hero,1990-06-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Jaco Van Dormael'],,,,,,,
1581,90-023-P,1990,Philip Glass Trilogie,,,1990-06-28 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Achim Freyer'],,,,,,,
1582,90-024-P,1990,Le Dimanche de préférence,,Especially on Sunday,1990-06-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,"['Marco Tullio Giordana', 'Francesco Barilli', 'Giuseppe Bertolucci', 'Giuseppe Tornatore']",,,,,,,
1583,90-025-P,1990,L'Ombre,,The Shadow,1990-06-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Claude Goretta'],,,,,,,
1585,90-027-P,1990,Nuit et jour,,Night and Day,1990-09-26 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Chantal Akerman'],,,,,,,
1586,90-028-P,1990,La Fiancée de Staline,,Stalin's Bride,1990-09-26 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Peter Bacso'],,,,,,,
1587,90-029-P,1990,Pierre qui brûle,,,1990-06-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Leo Kaneman'],,,,,,,
1588,90-030-P,1990,Alexis ou le voyage étranger,,,1990-06-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Serge Roullet'],,,,,,,
1589,90-031-P,1990,La Condanna,,The Conviction,1990-06-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Marco Bellocchio'],,,,,,,
1590,90-032-P,1990,Oud Amelisweerd,,,1990-09-26 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Wolfgang Kolb'],,,,,,,
1591,90-033-P,1990,"Warburg, un homme d'influence",,,1990-09-26 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Moshe Mizrahi'],,,,,,,
1592,90-034-P,1990,Lettres ouvertes aux enfants d'Europe,,,1990-09-26 00:00:00.000,Documentary,,Inelegible,Not enrolled,0,0,,,['Gerard Bellanger'],,,,,,,
1593,90-035-P,1990,Nylon Blues,,,1990-09-26 00:00:00.000,Documentary,,Supported,Eligible,0,0,,,['Francoise Levie'],,,,,,,
1595,90-037-P,1990,Kazhann,,,1990-09-26 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Philippe Druillet'],,,,,,,
1596,90-038-P,1990,Golem - L'esprit de l'exil,,,1990-11-15 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Amos Gitai'],,,,,,,
1597,90-039-P,1990,Two Suns in the Sky,,,1990-09-26 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['George Stamboulopoulos'],,,,,,,
1598,90-040-P,1990,L'Homme qui a perdu son ombre,,The man who lost his shadow,1990-09-26 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Alain Tanner'],,,,,,,
1599,90-041-P,1990,Dumala,,,1990-09-26 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Roberto Faenza'],,,,,,,
1600,90-042-P,1990,The Naked Trees,,,1990-09-26 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Morten Henriksen'],,,,,,,
1601,90-043-P,1990,Nude,Nue,,1990-09-26 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Ali Ozgenturk'],,,,,,,
1602,90-044-P,1990,Amour et petits doigts de pied,,,1990-09-26 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Luis Rocha'],,,,,,,
1603,90-045-P,1990,Véraz,,,1990-09-26 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Xavier Castano'],,,,,,,
1605,90-047-P,1990,Children of Nature,,,1990-09-26 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Fridrik Thor Fridriksson'],,,,,,,
1606,90-048-P,1990,USA/URSS - EST/OUEST - Le grand jeu,,,1990-09-26 00:00:00.000,Documentary,,Rejected,Eligible,0,0,,,['Jean Labib'],,,,,,,
1607,90-049-P,1990,Le Pas suspendu de la cigogne,,,1990-09-26 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Theo Angelopoulos'],,,,,,,
1608,90-050-P,1990,Sale comme un ange,,,1990-09-26 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Catherine Breillat'],,,,,,,
1609,90-051-P,1990,Gymkhana,,,1990-09-26 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Alain Bloch'],,,,,,,
1610,90-052-P,1990,Cadavre exquis,,,1990-09-26 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Dominique Deruddere'],,,,,,,
1611,90-053-P,1990,The Magic Forest,,,1990-11-15 00:00:00.000,Animation,,Supported,Eligible,0,0,,,['Eugen Alexandrow'],,,,,,,
1612,90-054-P,1990,Encyclopédie audiovisuelle - George Gershwin,,,1990-09-26 00:00:00.000,Documentary,,Supported,Eligible,0,0,,,['Alain Resnais'],,,,,,,
1613,90-055-P,1990,Passagio per il Paradiso,,,1990-11-15 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Antonio Baiocco'],,,,,,,
1614,90-056-P,1990,A Strange Landscape,,,1990-11-15 00:00:00.000,Documentary,,Inelegible,Not enrolled,0,0,,,['James Burge'],,,,,,,
1615,90-057-P,1990,The Misunderstanding of the Moon,,,1990-11-15 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Angiola Janigro'],,,,,,,
1616,90-058-P,1990,Krapatchouk,,,1990-11-15 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Enrique Gabriel Lipschutz'],,,,,,,
1617,90-059-P,1990,Sur la terre comme au ciel,,Between Heaven and Earth,1990-11-15 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Marion Hansel'],,,,,,,
1618,90-060-P,1990,Terra fria,Terre froide,Cold Land,1990-11-15 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Antonio Campos'],,,,,,,
1619,90-061-P,1990,Kira,,,1990-11-15 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Rene Gainville'],,,,,,,
1621,90-063-P,1990,Composit,,,1990-11-15 00:00:00.000,Fiction,,Inelegible,Withdrawal Producer,0,0,,,['Massimo Mazzucco'],,,,,,,
1622,90-064-P,1990,Rosenemil,,,1991-03-22 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Radu Gabrea'],,,,,,,
1624,90-066-P,1990,Oeroeg,,,1990-11-15 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Hans Hylkema'],,,,,,,
1625,90-067-P,1990,Je pense à vous,,,1990-11-15 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,"['Jean-Pierre Dardenne', 'Luc  Dardenne']",,,,,,,
1626,90-068-P,1990,Sang et poussière,,,1991-02-05 00:00:00.000,Documentary,,Rejected,Eligible,0,0,,,['Dennis Berry'],,,,,,,
1628,90-070-P,1990,L' Héroïne,,,1990-11-15 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Gabriel Axel'],,,,,,,
1629,90-071-P,1990,Il Bambini giocano in cielo,Le voleur d'enfants,,1990-11-15 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Gianni Amelio'],,,,,,,
1630,90-072-P,1990,Juste avant l'orage,,,1990-11-15 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Bruno Herbulot'],,,,,,,
1631,90-073-P,1990,Ates Ustünde Yürümek,Marcher sur le feu,,1990-11-15 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Yavuz Ozkan'],,,,,,,
1632,90-074-P,1990,La Saga d'Archibald,,,1990-11-15 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Jean-Francois Claire'],,,,,,,
1633,90-075-P,1990,Le roi ébahi (aka El Rey Pasmado),,,1990-11-15 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Imanol Uribe'],,,,,,,
1634,90-076-P,1990,Satan Tango,,,1990-11-15 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Bela Tarr'],,,,,,,
1635,90-077-P,1990,Le Bel exil,,,1990-11-15 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Sebastien Grall'],,,,,,,
1637,90-079-P,1990,Lakki - Gutten som kunne fly,,Lakki - The Boy who could Fly,1991-03-22 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Svend Wam'],,,,,,,
1638,90-080-P,1990,Religion and Development,,,1991-02-05 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Loek Vreeswijk'],,,,,,,
1639,90-081-P,1990,Adeus Princesa,"Au revoir, Princesse",,1991-02-05 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Jorge Paixao da Costa'],,,,,,,
1640,90-082-P,1990,National European Lifestyles,,,1991-03-22 00:00:00.000,Documentary,,Rejected,Eligible,0,0,,,['Leonard Henny'],,,,,,,
1641,90-083-P,1990,Mer d'Aral,,,1991-02-05 00:00:00.000,Documentary,,Inelegible,Not enrolled,0,0,,,['Stephane Gillet'],,,,,,,
1642,90-084-P,1990,Low Flying Aircraft,,,1991-03-22 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Solveig Nordlund'],,,,,,,
1643,90-085-P,1990,Kvitebjorn Kong Valenom,,The Polar Bear King,1991-02-05 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Ola Solum'],,,,,,,
1644,90-086-P,1990,Democratic Terrorist,,,1991-02-05 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Per Berglund'],,,,,,,
1645,90-087-P,1990,Le Fou amoureux,,,1991-02-05 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Roger Vadim'],,,,,,,
1646,90-088-P,1990,L'Amour en deux,,,1991-02-05 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Jean-Claude Gallotta'],,,,,,,
1647,90-089-P,1990,Lumière noire,,,1991-03-22 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Med Hondo'],,,,,,,
1648,90-090-P,1990,Hors saison,,Between Seasons,1991-02-05 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Daniel Schmid'],,,,,,,
1649,90-091-P,1990,Mémoire de l'Europe,,,1991-02-05 00:00:00.000,Documentary,,Rejected,Eligible,0,0,,,['Christian Paureilhe'],,,,,,,
1650,90-092-P,1990,Daens,,,1991-02-05 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Stijn Coninx'],,,,,,,
1651,90-093-P,1990,Sans un cri,,,1991-03-22 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Jeanne Labrune'],,,,,,,
1652,90-094-P,1990,Sottovoce,,,1991-02-05 00:00:00.000,Documentary,,Supported,Eligible,0,0,,,['Claudio Pazienza'],,,,,,,
1653,90-095-P,1990,Sartre,,,1991-03-22 00:00:00.000,Documentary,,Supported,Eligible,0,0,,,"['Michel Favart', 'Andre Waksman']",,,,,,,
1654,90-096-P,1990,La Dernière saison,,,1991-03-22 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Pierre Beccu'],,,,,,,
1655,90-097-P,1990,La Momie à mi-mots,,,1991-03-22 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Laury Granier'],,,,,,,
1657,90-099-P,1990,"Terre promise, terre d'asile",,,1991-03-22 00:00:00.000,Documentary,,Inelegible,Not enrolled,0,0,,,['Axel Clevenot'],,,,,,,
1658,91-001-P,1991,Le Voleur d'enfants,,,1991-03-22 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Christian De Chalonge'],,,,,,,
1659,91-002-P,1991,Marcellino pane e vino,,,1991-06-04 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Luigi Comencini'],,,,,,,
1660,91-003-P,1991,La Torera,,,1991-03-22 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Ottokar Runze'],,,,,,,
1661,91-004-P,1991,L' Exil bleu,,The blue Exile,1991-03-22 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Erden Kiral'],,,,,,,
1662,91-005-P,1991,The Deep Mirror,,,1991-03-22 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Zulfu Livaneli'],,,,,,,
1663,91-006-P,1991,Sam suffit,,,1991-03-22 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Virginie Thevenet'],,,,,,,
1664,91-007-P,1991,Le Petit prince a dit,,,1991-03-22 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Christine Pascal'],,,,,,,
1665,91-008-P,1991,Le Mirage,,,1991-03-22 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Jean-Claude Guiguet'],,,,,,,
1666,91-009-P,1991,Premier regard,,,1991-03-22 00:00:00.000,Documentary,,Rejected,Eligible,0,0,,,['Virginie Herbin'],,,,,,,
1667,91-010-P,1991,Dance of the Century,,,1991-06-04 00:00:00.000,Documentary,,Rejected,Eligible,0,0,,,['Patrice Sauve'],,,,,,,
1668,91-011-P,1991,Sunday's Children,,,1991-03-22 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Daniel Bergman'],,,,,,,
1669,91-012-P,1991,Dix heures et demie du soir en été,,,1991-03-22 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Judith Elek'],,,,,,,
1670,91-013-P,1991,Aventure Descartes,,,1991-06-04 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Alexandre Astruc'],,,,,,,
1671,91-014-P,1991,Prinzenbad,,,1991-03-22 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Richard Blank'],,,,,,,
1672,91-015-P,1991,Ingalo at Sea,,,1991-03-22 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Asdis Thoroddsen'],,,,,,,
1673,91-016-P,1991,Monte Cristo,,,1991-03-22 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Claude Klotz'],,,,,,,
1674,91-017-P,1991,Land der Schatten,,,1991-06-04 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Kurt Gloor'],,,,,,,
1675,91-018-P,1991,La Chasse aux papillons,,The Butterfly Hunt,1991-06-04 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Otar Iosselani'],,,,,,,
1676,91-019-P,1991,Kino-Glasnost,,,1991-06-04 00:00:00.000,Documentary,,Rejected,Eligible,0,0,,,['Belkacem Bazi'],,,,,,,
1677,91-020-P,1991,The Bull and the Dove,,,1991-09-17 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Antony Quinn'],,,,,,,
1678,91-021-P,1991,Jona che visse nella balena,Jonas qui a vécu dans la baleine,Jonah who lived in the Whale,1991-06-04 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Roberto Faenza'],,,,,,,
1679,91-022-P,1991,Coitado do Jorge,,,1991-09-17 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Jorge Silva Melo'],,,,,,,
1680,91-023-P,1991,La Vida lactea,,,1991-06-04 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Juan Estelrich'],,,,,,,
1681,91-024-P,1991,Pièces d'identités,,,1991-06-04 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Mveze Ngangura'],,,,,,,
1682,91-025-P,1991,Saint,,,1991-06-04 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Patrice Leconte'],,,,,,,
1683,91-026-P,1991,Sentimental Journey,,,1991-06-04 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Eduardo De Gregorio'],,,,,,,
1684,91-027-P,1991,"Gito, l'ingrat",,,1991-06-04 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Leonce Ngabo'],,,,,,,
1685,91-028-P,1991,Le Crime du padre Amaro,,,1991-06-04 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Olivier Nolin'],,,,,,,
1686,91-029-P,1991,Premier amour,,,1991-06-04 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Rene Feret'],,,,,,,
1687,91-030-P,1991,Côté sud,,,1991-06-04 00:00:00.000,Documentary,,Rejected,Eligible,0,0,,,['Jean-Denis Bonan'],,,,,,,
1688,91-031-P,1991,Anna-Anna,,,1991-06-04 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,"['Jurgen Brauer', 'Greti Klay']",,,,,,,
1689,91-032-P,1991,Mécaniques célestes,,,1991-06-04 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Fina Torres'],,,,,,,
1690,91-033-P,1991,Le Passager de l'océan,,,1991-06-04 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Alain Rudaz'],,,,,,,
1691,91-034-P,1991,Enak,,,1991-06-04 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Slowomir Iddziak'],,,,,,,
1692,91-035-P,1991,Le Fusil de bois,,,1991-06-04 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Pierre Delerive'],,,,,,,
1693,91-036-P,1991,"Rosa, je t'aime",,,1991-09-17 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Isil Ozgenturk'],,,,,,,
1694,91-037-P,1991,Utz,,,1991-06-04 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['George Sluizer'],,,,,,,
1695,91-038-P,1991,A Charmed Life,,,1991-06-04 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Patrice Vivancos'],,,,,,,
1698,91-041-P,1991,Transe européenne,,,1991-06-04 00:00:00.000,Documentary,,Rejected,Eligible,0,0,,,['Marco Maccaferri'],,,,,,,
1699,91-042-P,1991,Walk me Home,,,1991-06-04 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Timothy Neat'],,,,,,,
1701,91-044-P,1991,Le Moulin de Daudet,,,1992-03-04 00:00:00.000,Fiction,,Inelegible,Project abandoned without follow-up,0,0,,,['Samy Pavel'],,,,,,,
1702,91-045-P,1991,Svo à jördu sem à himni,Sur la terre comme au ciel,On Earth as in Heaven,1991-06-04 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Kristin Johannesdottir'],,,,,,,
1703,91-046-P,1991,Devil's Mine,,,1991-06-04 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Roger Wielgus'],,,,,,,
1704,91-047-P,1991,Trahir,,,1991-09-17 00:00:00.000,Fiction,,Supported,Eligible,1,0,,,['Radu Mihaileanu'],,,,,,,
1705,91-048-P,1991,Orlando,,,1991-11-28 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Sally Potter'],,,,,,,
1706,91-049-P,1991,Macklean,,,1991-09-17 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Ragnar Lyth'],,,,,,,
1707,91-050-P,1991,Passagem por Lisoba,,,1991-11-28 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Eduardo Geada'],,,,,,,
1708,91-051-P,1991,Lord Protector,,,1991-09-17 00:00:00.000,Fiction,,Inelegible,Project abandoned without follow-up,0,0,,,['Ken Macmullen'],,,,,,,
1709,91-052-P,1991,Abracadabra,,,1991-09-17 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Harry Cleven'],,,,,,,
1710,91-053-P,1991,L' Etrange affaire de M. K.,,,1991-11-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Fabrizio Lori'],,,,,,,
1711,91-054-P,1991,Tout le monde n'a pas eu la chance d'avoir des parents communistes,,,1991-09-17 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Jean-Jacques Zilbermann'],,,,,,,
1712,91-055-P,1991,"Alvaro Siza, architecte",,,,Documentary,,Inelegible,Project abandoned without follow-up,0,0,,,['Jean Lefaux'],,,,,,,
1713,91-056-P,1991,Les Fainéants,,,1991-11-28 00:00:00.000,Fiction,,Inelegible,Project abandoned without follow-up,0,0,,,['Catherine Sine'],,,,,,,
1714,91-057-P,1991,L' Interrogatoire,,,1991-09-17 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Omer Pekmetz'],,,,,,,
1715,91-058-P,1991,La Première femme,,,1991-09-17 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Christian Biegalski'],,,,,,,
1716,91-059-P,1991,Woyczeck,,,1991-09-17 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Guy Marignane'],,,,,,,
1717,91-060-P,1991,L' Evanouie,,,1991-09-17 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Jacqueline Veuve'],,,,,,,
1718,91-061-P,1991,Le Grain de sable,,,1991-09-17 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Huguette Marquard Ferreux'],,,,,,,
1719,91-062-P,1991,Kinder der Landstrasse,Enfants de la grande route,,1991-09-17 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Urs Egger'],,,,,,,
1721,91-064-P,1991,Railway Stations of Europe,,,,Documentary,,Inelegible,,0,0,,,['Wolfgang Bergmann'],,,,,,,
1722,91-065-P,1991,Les Contes de la lune noire,,,1991-11-28 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Georges Bensoussan'],,,,,,,
1723,91-066-P,1991,Fiorile,,,1991-11-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Paolo & Vittorio Taviani'],,,,,,,
1724,91-067-P,1991,Enfer,,,1991-11-28 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Fellini Federico'],,,,,,,
1725,91-068-P,1991,Amok,,,1991-11-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Joel Farges'],,,,,,,
1726,91-069-P,1991,Le Cahier volé,,,1991-11-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Christine Lipinska'],,,,,,,
1727,91-070-P,1991,L'Ordre du jour,,,1991-11-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Michel Khleifi'],,,,,,,
1728,91-071-P,1991,The Taste of the West,,,1991-11-28 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Eric Mitchel'],,,,,,,
1729,91-072-P,1991,I Spaghi tou kokkora,,The slaughter of the Cock,1992-03-04 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Andreas Pantzis'],,,,,,,
1730,91-073-P,1991,"Zoom-Zoom, mini reporters à vos marques",,,1991-11-28 00:00:00.000,Documentary,,Rejected,Eligible,0,0,,,['Anne Brammard Blagny'],,,,,,,
1731,91-074-P,1991,La Montée au pouvoir des femmes,,,1991-11-28 00:00:00.000,Documentary,,Rejected,Eligible,0,0,,,['Guylaine Guidez'],,,,,,,
1732,91-075-P,1991,Saint-Bernard et les domaines cisterciens en Europe,,,1991-11-28 00:00:00.000,Documentary,,Supported,Eligible,0,0,,,"['Roger Wielgus', 'Alain Schwarzstein', 'Lorenzo Soler', 'Pascal Kane', 'Manuel Huerga']",,,,,,,
1733,91-076-P,1991,500 Years after Columbus,,,1991-11-28 00:00:00.000,Documentary,,Rejected,Eligible,0,0,,,['Eduardo Guedes'],,,,,,,
1734,91-077-P,1991,Mozart Requiem,,,1991-11-28 00:00:00.000,Documentary,,Rejected,Eligible,0,0,,,['Joao Correa'],,,,,,,
1735,91-078-P,1991,Henri le Vert,,,1991-11-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Thomas Koerfer'],,,,,,,
1736,91-079-P,1991,L' Instinct de l'ange,,,1991-11-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Richard Dembo'],,,,,,,
1737,91-080-P,1991,The Great Post Office Robbery,,,1991-11-28 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Sandor Soth'],,,,,,,
1739,91-082-P,1991,Le Fils du requin,,,1992-03-04 00:00:00.000,Fiction,,Supported,Eligible,1,0,,,['Agnes Merlet'],,,,,,,
1740,91-083-P,1991,The Men's Choir,,,1992-04-30 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Guony Halldorsdottir'],,,,,,,
1741,91-084-P,1991,La Sevillane,,,1992-03-04 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Jean-Philippe Toussaint'],,,,,,,
1742,91-085-P,1991,Le Fusil de bois,,,1992-03-04 00:00:00.000,Fiction,,Supported,Eligible,0,0,2659284.0,,['Pierre Delerive'],"[662202.0, 1997082.0]","[20633, 21156]","['ES ', 'FR ']","['Spain', 'France']","[0.24902, 0.75098]","[2, 1]","['Minority', 'Majority']"
1743,91-086-P,1991,Drengen og draugen,,,1992-03-04 00:00:00.000,Fiction,,Inelegible,Non confirmed reinscription,0,0,,,['Andrew Szepessy'],,,,,,,
1744,91-087-P,1991,Un Bruit qui rend fou,,,1992-11-04 00:00:00.000,Fiction,,Inelegible,Project abandoned without follow-up,0,0,,,"['Dimitri De Clerq', 'Alain Robbe-Grillet']",,,,,,,
1745,91-088-P,1991,Paris banquise,,,1993-02-25 00:00:00.000,Fiction,,Inelegible,Project abandoned without follow-up,0,0,,,['Gerard Jumel'],,,,,,,
1746,91-089-P,1991,"Roi blanc, dame rouge",,"White King, Red King",1992-03-04 00:00:00.000,Fiction,,Supported,Eligible,0,0,,,['Serguei Bodrov'],,,,,,,
1747,91-090-P,1991,Le Fil de l'horizon,,,1992-03-04 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Fernando Lopes'],,,,,,,
1748,91-091-P,1991,Dieu sait quoi,,,1992-03-04 00:00:00.000,Fiction,,Rejected,Eligible,0,0,,,['Jean-Daniel Pollet'],,,,,,,
